title,company,location,posted,summary,job_salary,job_link
CDC Health Communications Research & Evaluation Internship,Centers for Disease Control and Prevention (CDC),"Atlanta, GA 30329",Posted3 days ago,Conducting qualitative and quantitative data analysis. Designing and developing qualitative and quantitative research and evaluation protocols and data…,Full-time +1,https://www.indeed.com/rc/clk?jk=898b74a356cc8a8c&fccid=9ee66ada40315e6d&vjs=3
Global Sales & Strategy Summer 2022 Internship - Atlanta,JLL,"Atlanta, GA",Posted30+ days ago,"Knowledge of data visualization software like Tableau is a plus. Some tasks may include market sizing, competitive analyses, assessing portfolio trends, and…",Internship,https://www.indeed.com/rc/clk?jk=36f82eb7749d1314&fccid=9917de3c28f569f6&vjs=3
Summer 2022 Programmatic Advertising Fellowship,MiQ Digital,"Remote in Atlanta, GA",Posted30+ days ago,MiQ’s Programmatic Fellowship (MPF). We’re launching our Fellowship Program (Internship) to train and develop emerging talent interested in digital advertising.,Full-time +1,https://www.indeed.com/rc/clk?jk=804fc32cd534e447&fccid=19393daddd5b324a&vjs=3
"Product Manager, Big Data Platform",Salesforce,"Atlanta, GA 30326 (Lenox area)",Posted30+ days ago,This role is only open to those who are current or prior Salesforce MBA interns. You will engage Salesforce-wide data & insights consumers to understand their…, ,https://www.indeed.com/rc/clk?jk=ca5b4247096f8f6c&fccid=4027cfd917e1ee29&vjs=3
MBA Retail Consumer Products Internship Summer 2022 – Brand...,Georgia-Pacific,"Atlanta, GA 30303 (Downtown area)",Posted5 days ago,"Additionally, interns could have some ongoing data analysis and reporting responsibilities. High performing interns will be considered, upon graduation, for…", ,https://www.indeed.com/rc/clk?jk=d5836278734f6e34&fccid=f6b5ad8b9dfbe57b&vjs=3
Traffic / Transportation Engineering Intern,Arcadis,"Atlanta, GA",Posted30+ days ago,"Utilize big data sources to identify safety and operational needs. O you have an interest in traffic engineering/ planning, intelligent transportation systems,…", ,https://www.indeed.com/rc/clk?jk=f40620c9af33e2b9&fccid=1e9cc2318c796627&vjs=3
Cyber Security Consulting Intern-Summer 2023-Women's Consult...,PRICE WATERHOUSE COOPERS,"Atlanta, GA 30309 (Midtown area)",Posted30+ days ago,"Applying knowledge and insights on relevant laws, regulations, and leading practices related to cybersecurity, privacy, data and forensics to support data…", ,https://www.indeed.com/rc/clk?jk=df8cbe74a9c63a58&fccid=5e964c4afc56b180&vjs=3
Intern - Software Engineering - Summer 2022,Xylem,"Atlanta, GA 30308 (Old Fourth Ward area)",Posted29 days ago,"Exposure to data structures and algorithms. As a member of the Software Engineering Team, the incumbent will design, develop and test Java software applications…", ,https://www.indeed.com/rc/clk?jk=fc3c16b8a5a68188&fccid=68ec8a8ee6cf5ac6&vjs=3
Cyber & Forensic Consulting Intern - Summer 2022,PRICE WATERHOUSE COOPERS,"Atlanta, GA 30309 (Midtown area)",Posted30+ days ago,"Researching and analyzing technical matters, while utilizing problem-solving skills - this includes the analysis of large and complex data sets, demonstrating…", ,https://www.indeed.com/rc/clk?jk=b1cab52a688dad95&fccid=5e964c4afc56b180&vjs=3
Intern - Underwriting - Surety,Skyward Specialty Insurance,"Atlanta, GA 30339+1 location",Posted12 days ago,"The intern will need to use strong communication skills, an understanding of data analytics, and the ability to analyze the financial health of companies…", ,https://www.indeed.com/company/Skyward-Specialty-Insurance/jobs/Intern-d3977946fcf8fc8b?fccid=a89d217ee307ca23&vjs=3
Product Quality Engineer Intern,ViaSat,"Atlanta, GA",Posted30+ days ago,"Strong math, statistics and data analysis skills. Strong math, statistics and data analysis skills. Review product yield and field reliability data for trends…", ,https://www.indeed.com/rc/clk?jk=60cd675c14018107&fccid=8b219f1987ef65ea&vjs=3
2022 SUMMER INTERN - DIGITAL MARKETING & SALES,Kloeckner Metals,"Roswell, GA 30076",Posted30+ days ago,"Additionally, interns will participate in scheduled activities, including sessions with Senior Leaders and other networking opportunities.", ,https://www.indeed.com/rc/clk?jk=8a1339ec63d41fbe&fccid=807d0ef1987af26b&vjs=3
Audit Internship- Summer 2023,Wipfli LLP,"Atlanta, GA 30303 (Downtown area)+1 location",Posted30+ days ago,Use data analysis skills to discover useful information and patterns to provide support in recommendations. Respond to client and firm associate requests in a…, ,https://www.indeed.com/rc/clk?jk=883215ced0acb255&fccid=32fd632314a97f48&vjs=3
Data&Analytics Tech Consulting - Summer 2023 - Women's Consu...,PRICE WATERHOUSE COOPERS,"Atlanta, GA 30309 (Midtown area)",Posted30+ days ago,"Learning how to evaluate, cleanse, design, and implement data models using data mining techniques; understand business intelligence and relational database…", ,https://www.indeed.com/rc/clk?jk=27db152bf96b28b3&fccid=5e964c4afc56b180&vjs=3
B-SEEN Alzheimer's Registry intern,Georgia Department of Public Health (GA),"Peachtree, GA",Posted10 days ago,Focus on biobehavioral surveillance and data management activitiesParticipate in ongoing analysis of real-world data to measure health risk behaviors and health…, ,https://www.indeed.com/rc/clk?jk=b29268ae8144a8b7&fccid=e33e3766ed33bac4&vjs=3
Data Analytics Intern - Summer 2022,FanDuel,"Atlanta, GA",Posted30+ days ago,Learn the various data structures of the company through hands-on data examination and mentoring. Proficient in using excel for analysis and data visualizations…, ,https://www.indeed.com/rc/clk?jk=fb1e88bf97389e28&fccid=ada833cd00ae27d8&vjs=3
UX Designer Intern,OneTrust,"Remote in Atlanta, GA",Posted11 days ago,"UX Metrics: Identify, collect, and analyze data to inform user experience decisions, including web metrics, customer support data, and other sources.", ,https://www.indeed.com/rc/clk?jk=a441445dde4c8edd&fccid=97a0e5dc21190cb4&vjs=3
Data Analyst Intern,SiteOne Landscape Supply,"Remote in Roswell, GA",Posted2 days ago,Proactively analyze data to identify areas of opportunity and provide business recommendations. Gathers and summarizes data from various sources in order to…, ,https://www.indeed.com/rc/clk?jk=c7d859f6db784313&fccid=7a9a9f172531cfd5&vjs=3
Publicis Media Summer 2022 Internship- Atlanta,Publicis Media,"Atlanta, GA",Posted30+ days ago,Attend intern trainings and events. Serve as first point of contact for interns across all locations. Interest in working with data and comfort with math and…,Full-time +1,https://www.indeed.com/rc/clk?jk=577944bef1611d76&fccid=18d58239dbfc6097&vjs=3
Intern – Business Operations,SeaTec Consulting,"Atlanta, GA 30309 (Midtown area)",Posted8 days ago,Assisting with data analysis / process analysis in CRM. The SeaTec Intern Management Program assigns an intern to both a People Lead manager to develop the…,Part-time +2,https://www.indeed.com/rc/clk?jk=b0e3bafd2d70c2af&fccid=f11bc8d3ba9211d1&vjs=3
Staff Accountant Intern,Jackmont Hospitality,"Atlanta, GA 30309 (Midtown area)",Posted3 days ago,"Monitor and collect data to assess accuracy and integrity; analyze data; ensure compliance with applicable standards, rules, regulations, and systems of…",$20 an hour,https://www.indeed.com/company/Jackmont-Hospitality/jobs/Staff-Accountant-Intern-44c0aba4afabfd3e?fccid=c8b124ba0809d932&vjs=3
Community Investment Services Bank Intern,Federal Home Loan,"Atlanta, GA 30309 (Midtown area)",Posted29 days ago,"Assist with the development of the Bank’s Targeted Community Lending Plan (TCLP) annual updates to include research to collect housing, economic, income and…",Internship,https://www.indeed.com/rc/clk?jk=e63be1bfbfe8cb2e&fccid=c200da666e5e7df1&vjs=3
Physics Intern - Spring,"FUSMobile, Inc.","Alpharetta, GA",Posted30+ days ago,"The intern will also receive some didactic training in the growing field of HIFU. Ability in MS Excel, MATLAB, and/or Python for data analysis.",$17 an hour,https://www.indeed.com/rc/clk?jk=567b8ee14acbc4e6&fccid=4db90850d344b230&vjs=3
Engineer Summer Intern,Wade Trim,"Atlanta, GA",Posted2 days ago,"Perform data analysis of continuous flow and rainfall data. Candidates must be pursuing a bachelor""s degree in civil and/or environmental engineering (junior or…",Full-time +1,https://www.indeed.com/rc/clk?jk=8e953a3ee091afb3&fccid=e2821790bdcaad7a&vjs=3
Program Evaluation Internship,"Passion for Life, Inc.","Atlanta, GA 30356",Posted22 days ago,"Program Evaluators will be responsible for developing program evaluation plans, methodology, implementation and data analysis.",Internship,https://www.indeed.com/rc/clk?jk=0bf40353886a583c&fccid=dd616958bd9ddc12&vjs=3
Account Executive,Flex USA,"Decatur, GA+15 locations",Posted30+ days ago,"Good understanding of research methods and data analysis techniques. Gather, analyze and interpret external and internal data and write reports.","$45,000 - $85,000 a year",https://www.indeed.com/company/The-Power-Of-Do-Llc/jobs/Account-Executive-b8d2ebaa4c1cd45a?fccid=54025dc85ee8535a&vjs=3
Marketing Intern/Assistant,Rejuvaa Wellness Bar,"Atlanta, GA",EmployerActive 5 days ago,"Good understanding of market research techniques, statistical and data analysis methods. We are looking for a passionate Marketing Assistant / Administrator to…",$10 - $12 an hour,https://www.indeed.com/company/Rejuvaa-Wellness-Bar/jobs/Marketing-Intern-Assistant-3dc79a6ac808fdc5?fccid=513e4bd5d1cf668b&vjs=3
Project Intern,"Brailsford & Dunlavey, LLC.","Hybrid remote in Atlanta, GA",Posted30+ days ago,"Reporting to an associate, the intern will play a dynamic role on the project team by focusing on research, data analytics and synthesis for client engagements…",Full-time +1,https://www.indeed.com/rc/clk?jk=dd33f8fcbc7c8085&fccid=af83725659476c57&vjs=3
Business Internship (January 2022 Start),Carpool Logistics,"Atlanta, GA 30305 (North Buckhead area)",EmployerActive 3 days ago,Leverage data analytics to negotiate rates with the carriers. Leverage analytics to review shipment data and handle regular business reviews.,$17 an hour,https://www.indeed.com/company/Carpool-Logistics/jobs/Business-Internship-37e08d3567359545?fccid=1cba9a1dd706d2c3&vjs=3
PR Strategist,Clever Real Estate,"Remote in Atlanta, GA",Posted30+ days ago,"Experience promoting research or data-driven reports. Experience with data analysis (e.g., descriptive statistics, cross tabs). Bachelor’s degree or higher.","$45,000 - $65,000 a year",https://www.indeed.com/company/Clever-Real-Estate/jobs/PR-Strategist-0aa318db62eeacd5?fccid=7d90ab5d08a1eb97&vjs=3
Open Source Lead Developer,Food Around - Wakuu Corporations,"Remote in Atlanta, GA",EmployerActive 15 days ago,Food Around is seeking a strong Open-Source Lead iOS Developer okay with primarily focusing on Leading Native Swift development.,Temporary +4,"https://www.indeed.com/company/Wakuu-Enterprises,-Inc./jobs/Open-Source-Lead-Developer-23265eb9ed7d1b2e?fccid=902cc2ad191296e6&vjs=3"
Credit & Collateral Analytics & Valuation Bank Intern,Federal Home Loan,"Atlanta, GA 30309 (Midtown area)",Posted29 days ago,"Our products, services, and programs help financial institutions manage daily liquidity, fund mortgages originated for sale in the secondary market, fund loans…",Internship,https://www.indeed.com/rc/clk?jk=2d186fe6f744dbf3&fccid=c200da666e5e7df1&vjs=3
Data Analyst Intern,LocumTenens.com,"Alpharetta, GA 30009",Posted1 day ago,As a data intern you will have the opportunity to partner with our data team to support our data and corporate project. ESSENTIAL FUNCTIONS AND BASIC DUTIES:,Internship,https://www.indeed.com/rc/clk?jk=e4c224a49a6b80d0&fccid=ffc6e2040d7548c9&vjs=3
